R0000100,R0173600,R0214800,H0012400,H0012500,R0214700,R0217900,T4120500
10003,11,1,NA,NA,0,4400,NA
10004,11,1,0,3,0,4400,-998
10005,11,1,0,2,0,28894,25
10006,11,1,0,2,0,28894,28
10007,14,2,0,1,0,16650,-998
10008,14,2,1,2,0,16972,26
10009,11,1,1,2,0,19000,31
10010,13,2,1,3,1,21000,-998
10011,14,2,1,1,0,25000,NA
10012,12,2,NA,NA,0,NA,NA
10013,9,1,NA,NA,0,5579,NA
10014,9,1,NA,NA,0,9000,NA
10015,12,2,NA,NA,0,939,NA
10016,12,2,NA,NA,0,NA,NA
10017,12,2,NA,NA,0,4500,NA
10018,9,1,NA,NA,0,NA,NA
10019,9,1,NA,NA,0,6000,NA
10020,9,1,NA,NA,0,6000,NA
10021,9,1,NA,NA,0,6000,NA
10022,11,1,0,2,0,2000,NA
10023,11,1,0,1,0,2000,NA
10024,14,2,1,2,0,37900,21
10025,11,1,0,1,0,6240,NA
10026,14,2,1,4,0,7000,16
10027,11,1,1,5,0,7000,22
10028,11,1,0,2,0,6400,20
10029,14,2,1,2,0,6334,18
10030,11,1,1,3,0,5000,39
10031,11,1,0,1,0,5607,27
10032,14,2,0,1,0,5607,16
10033,9,1,NA,NA,0,8400,NA
10034,14,2,NA,NA,0,NA,NA
10035,11,1,1,1,0,NA,NA
10036,14,2,1,4,0,9000,22
10037,14,2,0,3,0,9000,37
10038,14,2,1,1,0,41090,18
10039,12,2,NA,NA,0,1750,NA
10040,14,2,0,1,0,12895,-998
10041,14,2,NA,NA,0,17000,NA
10042,14,2,1,1,0,12000,NA
10043,11,1,0,2,0,8000,NA
10044,12,2,NA,NA,0,5000,NA
10045,12,2,NA,NA,0,5000,NA
10046,10,1,NA,NA,1,9000,NA
10047,13,2,0,2,1,9000,19
10048,14,2,0,1,0,25000,27
10049,14,2,0,2,0,25000,20
10050,11,1,0,2,0,25000,28
10051,11,1,0,2,0,25000,25
10052,14,2,1,1,0,15000,24
10053,11,1,0,4,0,15000,26
10054,14,2,0,2,0,15000,22
10055,14,2,NA,NA,0,15000,NA
10056,14,2,1,3,0,NA,19
10057,11,1,1,1,0,NA,NA
10058,11,1,0,1,0,NA,27
10059,12,2,NA,NA,0,7200,NA
10060,14,2,0,3,0,10742,NA
10061,11,1,0,2,0,7324,18
10062,14,2,1,1,0,7295,15
10063,12,2,NA,NA,0,2960,NA
10064,12,2,NA,NA,0,2085,NA
10065,11,1,0,1,0,NA,NA
10066,12,2,NA,NA,0,NA,NA
10067,11,1,0,2,0,NA,21
10068,11,1,0,2,0,NA,31
10069,11,1,1,3,0,NA,25
10070,11,1,1,1,0,6000,21
10071,11,1,0,4,0,12000,24
10072,14,2,0,2,0,NA,22
10073,14,2,0,4,0,12000,24
10074,11,1,0,3,0,13000,NA
10075,11,1,0,4,0,13000,19
10076,11,1,0,2,0,13000,-998
10077,14,2,0,4,0,8200,21
10078,11,1,0,2,0,8200,29
10079,14,2,1,1,0,5806,27
10080,9,1,NA,NA,0,5100,NA
10081,12,2,NA,NA,0,3000,NA
10082,10,1,1,3,1,9100,22
10083,10,1,NA,NA,1,4250,NA
10084,10,1,NA,NA,1,9200,NA
10085,10,1,1,3,1,9200,21
10086,12,2,NA,NA,0,5200,NA
10087,12,2,NA,NA,0,1500,NA
10088,12,2,NA,NA,0,1500,NA
10089,9,1,NA,NA,0,NA,NA
10090,9,1,NA,NA,0,NA,NA
10091,9,1,NA,NA,0,11400,NA
10092,12,2,NA,NA,0,NA,NA
10093,12,2,NA,NA,0,NA,NA
10094,9,1,NA,NA,0,8896,NA
10095,12,2,NA,NA,0,NA,NA
10096,12,2,NA,NA,0,NA,NA
10097,12,2,NA,NA,0,NA,NA
10098,9,1,NA,NA,0,NA,NA
10099,9,1,NA,NA,0,10000,NA
10100,9,1,NA,NA,0,NA,NA
10101,12,2,NA,NA,0,NA,NA
10102,12,2,NA,NA,0,3200,NA
10103,12,2,NA,NA,0,3200,NA
10104,12,2,NA,NA,0,9500,NA
10105,9,1,NA,NA,0,1950,NA
10106,13,2,NA,NA,1,NA,NA
10107,9,1,NA,NA,0,9500,NA
10108,9,1,NA,NA,0,9500,NA
10109,12,2,NA,NA,0,NA,NA
10110,9,1,NA,NA,0,6540,NA
10111,13,2,1,5,1,3124,-998
10112,13,2,1,5,1,7161,13
10113,13,2,0,3,1,9016,15
10114,10,1,1,1,1,NA,28
10115,10,1,0,2,1,2900,27
10116,13,2,1,3,1,2956,23
10117,12,2,NA,NA,0,NA,NA
10118,9,1,NA,NA,0,6808,NA
10119,12,2,NA,NA,0,NA,NA
10120,9,1,NA,NA,0,6000,NA
10121,9,1,NA,NA,0,NA,NA
10122,9,1,NA,NA,0,8000,NA
10123,11,1,1,2,0,25000,22
10124,13,2,1,2,1,NA,-998
10125,13,2,0,3,1,11000,32
10126,10,1,1,2,1,10000,-998
10127,13,2,1,2,1,10000,20
10128,10,1,0,2,1,10000,32
10129,13,2,0,1,1,8000,18
10130,13,2,1,3,1,2700,30
10131,10,1,NA,NA,1,2700,NA
10132,13,2,1,3,1,2700,18
10133,10,1,0,3,1,7300,23
10134,11,1,NA,NA,0,11000,NA
10135,13,2,1,1,1,6000,20
10136,12,2,NA,NA,0,1980,NA
10137,10,1,1,3,1,11000,-998
10138,13,2,0,2,1,11000,34
10139,10,1,1,2,1,11000,22
10140,12,2,NA,NA,0,1400,NA
10141,9,1,NA,NA,0,3430,NA
10142,12,2,NA,NA,0,3430,NA
10143,9,1,NA,NA,0,7252,NA
10144,12,2,NA,NA,0,NA,NA
10145,12,2,NA,NA,0,6000,NA
10146,9,1,NA,NA,0,6000,NA
10147,9,1,NA,NA,0,20000,NA
10148,12,2,NA,NA,0,2400,NA
10149,12,2,NA,NA,0,NA,NA
10150,12,2,NA,NA,0,NA,NA
10151,13,2,0,2,1,6000,16
10152,10,1,0,3,1,4000,20
10153,13,2,1,2,1,9000,38
10154,10,1,0,1,1,9000,31
10155,10,1,0,2,1,9000,25
10156,13,2,NA,NA,1,9000,23
10157,10,1,0,2,1,3000,21
10158,10,1,1,2,1,5000,33
10159,13,2,1,3,1,12000,NA
10160,10,1,0,3,1,12000,21
10161,10,1,1,2,1,12000,34
10162,13,2,1,4,1,12000,23
10163,10,1,0,1,1,NA,-998
10164,13,2,0,3,1,16500,17
10165,10,1,0,1,1,16000,23
10166,13,2,1,3,1,14000,19
10167,10,1,1,2,1,12000,22
10168,13,2,0,2,1,12000,NA
10169,10,1,0,2,1,12000,-998
10170,10,1,0,3,1,12000,20
10171,10,1,1,3,1,NA,-998
10172,10,1,1,1,1,NA,19
10173,10,1,NA,NA,1,6396,NA
10174,10,1,1,3,1,NA,-998
10175,13,2,0,3,1,NA,18
10176,14,2,0,2,0,7000,-998
10177,9,1,NA,NA,0,1464,NA
10178,10,1,0,1,1,20000,27
10179,10,1,0,1,1,20000,33
10180,10,1,0,1,1,20000,21
10181,13,2,0,1,1,3000,20
10182,13,2,0,2,1,4800,17
10183,14,2,1,1,0,NA,16
10184,13,2,1,3,1,NA,18
10185,14,2,1,1,0,11000,23
10186,10,1,0,2,1,NA,25
10187,10,1,1,2,1,NA,37
10188,13,2,0,1,1,3000,NA
10189,10,1,0,2,1,NA,NA
10190,10,1,0,1,1,NA,27
10191,13,2,0,2,1,5000,16
10192,10,1,1,1,1,40000,NA
10193,13,2,1,3,1,NA,NA
10194,10,1,0,2,1,NA,NA
10195,13,2,1,3,1,23000,-998
10196,13,2,1,1,1,10000,-998
10197,10,1,1,1,1,8000,NA
10198,10,1,0,2,1,NA,22
10199,10,1,0,2,1,NA,23
10200,10,1,1,1,1,5000,33
10201,10,1,0,2,1,5000,29
10202,10,1,0,2,1,NA,NA
10203,13,2,0,1,1,8360,19
10204,10,1,0,1,1,6000,NA
10205,10,1,0,1,1,NA,NA
10206,9,1,NA,NA,0,18040,NA
10207,9,1,NA,NA,0,3629,NA
10208,9,1,NA,NA,0,8500,NA
10209,9,1,NA,NA,0,8500,NA
10210,12,2,NA,NA,0,4000,NA
10211,14,2,1,1,0,14000,18
10212,12,2,NA,NA,0,5955,NA
10213,12,2,NA,NA,0,4620,NA
10214,12,2,NA,NA,0,13000,NA
10215,12,2,NA,NA,0,NA,NA
10216,12,2,NA,NA,0,4400,NA
10217,9,1,NA,NA,0,5142,NA
10218,12,2,NA,NA,0,5142,NA
10219,12,2,NA,NA,0,36000,NA
10220,12,2,NA,NA,0,3216,NA
10221,12,2,NA,NA,0,4500,NA
10222,12,2,NA,NA,0,6108,NA
10223,9,1,NA,NA,0,3558,NA
10224,9,1,NA,NA,0,12000,NA
10225,12,2,NA,NA,0,6000,NA
10226,14,2,0,2,0,2100,27
10227,12,2,NA,NA,0,5000,NA
10228,9,1,NA,NA,0,1300,NA
10229,13,2,0,1,1,10000,27
10230,9,1,NA,NA,0,2577,NA
10231,12,2,NA,NA,0,NA,NA
10232,10,1,1,1,1,30000,36
10233,13,2,NA,NA,1,30000,NA
10234,13,2,0,1,1,3500,17
10235,10,1,NA,NA,1,22000,NA
10236,13,2,0,4,1,7072,19
10237,13,2,0,2,1,NA,18
10238,13,2,1,4,1,6000,14
10239,10,1,1,2,1,3280,NA
10240,9,1,NA,NA,0,4190,NA
10241,12,2,NA,NA,0,NA,NA
10242,9,1,NA,NA,0,2936,NA
10243,12,2,NA,NA,0,NA,NA
10244,9,1,NA,NA,0,20000,NA
10245,12,2,NA,NA,0,NA,NA
10246,12,2,NA,NA,0,3700,NA
10247,9,1,NA,NA,0,7000,NA
10248,9,1,NA,NA,0,6000,NA
10249,9,1,NA,NA,0,7500,NA
10250,9,1,NA,NA,0,6298,NA
10251,9,1,NA,NA,0,16000,NA
10252,12,2,NA,NA,0,16000,NA
10253,11,1,1,2,0,6000,NA
10254,12,2,NA,NA,0,7971,NA
10255,12,2,NA,NA,0,1117,NA
10256,9,1,NA,NA,0,4500,NA
10257,12,2,NA,NA,0,4500,NA
10258,9,1,NA,NA,0,4500,NA
10259,13,2,0,1,1,185,16
10260,12,2,NA,NA,0,7000,NA
10261,12,2,NA,NA,0,7000,NA
10262,12,2,NA,NA,0,17000,NA
10263,9,1,NA,NA,0,3300,NA
10264,9,1,NA,NA,0,800,NA
10265,9,1,NA,NA,0,3200,NA
10266,9,1,NA,NA,0,5200,NA
10267,12,2,NA,NA,0,3900,NA
10268,12,2,NA,NA,0,2510,NA
10269,12,2,NA,NA,0,5760,NA
10270,12,2,NA,NA,0,29000,NA
10271,12,2,NA,NA,0,2000,NA
10272,12,2,NA,NA,0,1700,NA
10273,12,2,NA,NA,0,14000,NA
10274,9,1,NA,NA,0,3600,NA
10275,9,1,NA,NA,0,2000,NA
10276,12,2,NA,NA,0,NA,NA
10277,12,2,NA,NA,0,4162,NA
10278,9,1,NA,NA,0,9040,NA
10279,12,2,NA,NA,0,NA,NA
10280,12,2,NA,NA,0,6497,NA
10281,12,2,NA,NA,0,1120,NA
10282,12,2,NA,NA,0,1305,NA
10283,12,2,NA,NA,0,2773,NA
10284,9,1,NA,NA,0,NA,NA
10285,9,1,NA,NA,0,8000,NA
10286,12,2,NA,NA,0,7000,NA
10287,12,2,NA,NA,0,NA,NA
10288,9,1,NA,NA,0,NA,NA
10289,9,1,NA,NA,0,NA,NA
10290,12,2,NA,NA,0,6600,NA
10291,12,2,NA,NA,0,6600,NA
10292,12,2,NA,NA,0,NA,NA
10293,12,2,NA,NA,0,NA,NA
10294,9,1,NA,NA,0,NA,NA
10295,12,2,NA,NA,0,1542,NA
10296,12,2,NA,NA,0,15120,NA
10297,12,2,NA,NA,0,15120,NA
10298,9,1,NA,NA,0,7712,NA
10299,12,2,NA,NA,0,6428,NA
10300,12,2,NA,NA,0,2980,NA
10301,9,1,NA,NA,0,7796,NA
10302,12,2,NA,NA,0,7506,NA
10303,14,2,0,1,0,2756,23
10304,14,2,0,3,0,15000,-998
10305,11,1,NA,NA,0,15400,NA
10306,14,2,1,2,0,9000,-998
10307,11,1,0,1,0,6600,30
10308,14,2,0,2,0,6000,26
10309,14,2,1,1,0,16000,NA
10310,14,2,1,2,0,17000,23
10311,11,1,0,4,0,14000,23
10312,14,2,1,3,0,14000,26
10313,13,2,1,3,1,6300,22
10314,14,2,0,1,0,NA,15
10315,11,1,0,2,0,11700,24
10316,10,1,1,3,1,3079,NA
10317,13,2,NA,NA,1,3079,NA
10318,10,1,0,2,1,3816,20
10319,10,1,0,1,1,4200,20
10320,10,1,NA,NA,1,19000,NA
10321,13,2,0,4,1,3000,18
10322,9,1,NA,NA,0,7188,NA
10323,9,1,NA,NA,0,8472,NA
10324,10,1,1,2,1,NA,-998
10325,10,1,NA,NA,1,4700,NA
10326,10,1,NA,NA,1,10000,NA
10327,10,1,0,1,1,5000,19
10328,10,1,0,2,1,5000,19
10329,13,2,1,3,1,5000,26
10330,10,1,0,4,1,5000,13
10331,13,2,1,2,1,900,14
10332,13,2,0,4,1,720,25
10333,10,1,0,2,1,NA,27
10334,13,2,0,2,1,0,17
10335,13,2,1,2,1,848,-998
10336,13,2,0,3,1,4900,22
10337,10,1,0,2,1,9000,21
10338,10,1,0,1,1,NA,42
10339,10,1,1,2,1,NA,22
10340,13,2,0,4,1,9060,17
10341,10,1,1,1,1,4268,-998
10342,12,2,NA,NA,0,9000,NA
10343,9,1,NA,NA,0,9000,NA
10344,12,2,NA,NA,0,10000,NA
10345,12,2,NA,NA,0,59050,NA
10346,9,1,NA,NA,0,7300,NA
10347,9,1,NA,NA,0,7368,NA
10348,9,1,NA,NA,0,7368,NA
10349,12,2,NA,NA,0,7368,NA
10350,12,2,NA,NA,0,3658,NA
10351,9,1,NA,NA,0,4080,NA
10352,9,1,NA,NA,0,4080,NA
10353,9,1,NA,NA,0,3204,NA
10354,12,2,NA,NA,0,2070,NA
10355,9,1,NA,NA,0,4500,NA
10356,9,1,NA,NA,0,7000,NA
10357,9,1,NA,NA,0,7000,NA
10358,14,2,1,1,0,4848,NA
10359,14,2,1,2,0,3000,26
10360,14,2,1,2,0,6000,25
10361,12,2,NA,NA,0,2020,NA
10362,13,2,1,1,1,17000,36
10363,10,1,0,2,1,35000,29
10364,9,1,NA,NA,0,8500,NA
10365,12,2,NA,NA,0,8500,NA
10366,12,2,NA,NA,0,NA,NA
10367,12,2,NA,NA,0,NA,NA
10368,10,1,1,3,1,NA,28
10369,13,2,1,3,1,NA,-998
10370,11,1,1,1,0,NA,23
10371,14,2,0,4,0,NA,19
10372,14,2,NA,NA,0,NA,NA
10373,13,2,0,3,1,NA,NA
10374,13,2,0,3,1,22000,29
10375,14,2,0,3,0,NA,20
10376,14,2,0,1,0,4500,-998
10377,14,2,0,3,0,16850,24
10378,13,2,0,3,1,NA,19
10379,13,2,1,1,1,13500,20
10380,9,1,NA,NA,0,7800,NA
10381,11,1,0,3,0,35000,-998
10382,11,1,1,3,0,35000,-998
10383,14,2,0,3,0,NA,20
10384,11,1,1,2,0,8000,-998
10385,11,1,NA,NA,0,8000,NA
10386,11,1,0,1,0,8000,NA
10387,9,1,NA,NA,0,7000,NA
10388,12,2,NA,NA,0,8500,NA
10389,10,1,0,2,1,16000,29
10390,14,2,0,4,0,59240,23
10391,10,1,0,2,1,13050,22
10392,11,1,1,2,0,15000,21
10393,12,2,NA,NA,0,NA,NA
10394,12,2,NA,NA,0,2050,NA
10395,12,2,NA,NA,0,3255,NA
10396,12,2,NA,NA,0,NA,NA
10397,11,1,0,3,0,NA,NA
10398,9,1,NA,NA,0,15020,NA
10399,12,2,NA,NA,0,11810,NA
10400,12,2,NA,NA,0,3067,NA
10401,14,2,NA,NA,0,NA,NA
10402,14,2,NA,NA,0,NA,NA
10403,9,1,NA,NA,0,12444,NA
10404,9,1,NA,NA,0,NA,NA
10405,11,1,NA,NA,0,27000,NA
10406,14,2,1,1,0,27000,NA
10407,11,1,NA,NA,0,27000,NA
10408,9,1,NA,NA,0,11111,NA
10409,12,2,NA,NA,0,9680,NA
10410,10,1,1,2,1,4000,18
10411,12,2,NA,NA,0,2304,NA
10412,10,1,1,2,1,8000,21
10413,12,2,NA,NA,0,6000,NA
10414,9,1,NA,NA,0,8000,NA
10415,12,2,NA,NA,0,1396,NA
10416,9,1,NA,NA,0,10000,NA
10417,9,1,NA,NA,0,7500,NA
10418,12,2,NA,NA,0,7500,NA
10419,12,2,NA,NA,0,6500,NA
10420,12,2,NA,NA,0,6000,NA
10421,13,2,1,1,1,NA,18
10422,13,2,0,5,1,3240,19
10423,10,1,0,3,1,3600,NA
10424,10,1,0,4,1,3600,17
10425,10,1,0,1,1,44200,19
10426,10,1,0,3,1,44200,29
10427,14,2,0,4,0,NA,22
10428,14,2,0,4,0,6378,24
10429,14,2,1,4,0,6378,NA
10430,11,1,0,5,0,6378,24
10431,11,1,1,3,0,6378,22
10432,10,1,0,3,1,25000,-998
10433,13,2,1,4,1,2400,21
10434,10,1,0,5,1,2400,18
10435,10,1,1,1,1,17936,-998
10436,14,2,0,1,0,25200,25
10437,12,2,NA,NA,0,28000,NA
10438,10,1,1,3,1,20000,28
10439,10,1,0,3,1,20000,23
10440,10,1,1,2,1,5230,NA
10441,9,1,NA,NA,0,3750,NA
10442,12,2,NA,NA,0,NA,NA
10443,14,2,0,1,0,6000,22
10444,14,2,0,2,0,6000,17
10445,14,2,0,2,0,9000,18
10446,12,2,NA,NA,0,4824,NA
10447,9,1,NA,NA,0,5300,NA
10448,14,2,1,2,0,40000,24
10449,11,1,1,2,0,20500,31
10450,14,2,0,1,0,20500,29
10451,14,2,0,4,0,NA,22
10452,13,2,0,1,1,1700,20
10453,10,1,0,1,1,10000,19
10454,10,1,1,1,1,17000,27
10455,10,1,1,4,1,17000,21
10456,12,2,NA,NA,0,3500,NA
10457,9,1,NA,NA,0,3781,NA
10458,12,2,NA,NA,0,4700,NA
10459,12,2,NA,NA,0,3281,NA
10460,12,2,NA,NA,0,2000,NA
10461,9,1,NA,NA,0,NA,NA
10462,9,1,NA,NA,0,4050,NA
10463,9,1,NA,NA,0,7241,NA
10464,9,1,NA,NA,0,1800,NA
10465,12,2,NA,NA,0,200,NA
10466,9,1,NA,NA,0,7028,NA
10467,12,2,NA,NA,0,7028,NA
10468,14,2,1,2,0,3700,-998
10469,10,1,1,1,1,19010,-998
10470,10,1,0,1,1,1100,28
10471,10,1,NA,NA,1,5760,-998
10472,14,2,1,1,0,11500,-998
10473,9,1,NA,NA,0,7000,NA
10474,12,2,NA,NA,0,3079,NA
10475,12,2,NA,NA,0,5500,NA
10476,9,1,NA,NA,0,6000,NA
10477,12,2,NA,NA,0,4576,NA
10478,14,2,1,2,0,NA,30
10479,11,1,0,3,0,11000,16
10480,12,2,NA,NA,0,3366,NA
10481,14,2,1,3,0,3600,20
10482,11,1,1,1,0,11000,NA
10483,9,1,NA,NA,0,850,NA
10484,12,2,NA,NA,0,NA,NA
10485,12,2,NA,NA,0,NA,NA
10486,14,2,1,2,0,12820,NA
10487,10,1,0,2,1,9000,30
10488,10,1,0,1,1,9000,NA
10489,10,1,NA,NA,1,9000,24
10490,11,1,1,4,0,4800,NA
10491,13,2,0,2,1,NA,16
10492,11,1,0,3,0,5356,15
10493,11,1,0,1,0,4400,20
10494,12,2,NA,NA,0,4000,NA
10495,9,1,NA,NA,0,4000,NA
10496,12,2,NA,NA,0,NA,NA
10497,12,2,NA,NA,0,NA,NA
10498,12,2,NA,NA,0,NA,NA
10499,11,1,0,1,0,5000,28
10500,14,2,0,3,0,7800,28
10501,11,1,0,2,0,6500,25
10502,12,2,NA,NA,0,16000,NA
10503,11,1,0,1,0,7000,25
10504,14,2,NA,NA,0,8000,31
10505,11,1,1,3,0,8000,25
10506,14,2,1,4,0,NA,17
10507,14,2,1,2,0,16000,23
10508,9,1,NA,NA,0,NA,NA
10509,11,1,1,3,0,6000,-998
10510,11,1,1,2,0,5500,NA
10511,14,2,0,3,0,2500,NA
10512,14,2,1,2,0,6700,21
10513,14,2,NA,NA,0,6700,NA
10514,14,2,1,1,0,10000,34
10515,14,2,NA,NA,0,21000,NA
10516,14,2,0,3,0,21000,19
10517,11,1,NA,NA,0,11000,NA
10518,14,2,NA,NA,0,11000,NA
10519,11,1,0,1,0,10000,27
10520,11,1,0,3,0,5000,24
10521,14,2,0,3,0,NA,NA
10522,14,2,0,3,0,8000,-998
10523,11,1,0,2,0,3000,25
10524,11,1,0,1,0,8000,NA
10525,11,1,0,1,0,6000,NA
10526,14,2,0,4,0,8000,32
10527,11,1,0,4,0,5000,-998
10528,13,2,0,1,1,NA,35
10529,14,2,1,1,0,NA,22
10530,14,2,0,3,0,22000,NA
10531,11,1,1,3,0,10000,22
10532,14,2,0,1,0,10000,20
10533,13,2,NA,NA,1,17000,NA
10534,13,2,NA,NA,1,17000,NA
10535,14,2,1,2,0,NA,28
10536,14,2,1,3,0,4000,-998
10537,14,2,1,3,0,4000,26
10538,14,2,1,4,0,4272,18
10539,12,2,NA,NA,0,NA,NA
10540,11,1,0,2,0,6384,21
10541,11,1,1,2,0,6384,-998
10542,14,2,1,2,0,6384,27
10543,14,2,0,2,0,22000,24
10544,14,2,0,3,0,11663,20
10545,11,1,0,4,0,11663,NA
10546,14,2,0,2,0,11663,18
10547,11,1,0,2,0,NA,-998
10548,11,1,1,1,0,NA,27
10549,13,2,0,1,1,NA,-998
10550,14,2,0,1,0,18000,34
10551,14,2,1,1,0,18000,NA
10552,11,1,1,2,0,NA,25
10553,11,1,1,1,0,9564,22
10554,14,2,1,3,0,NA,20
10555,11,1,0,1,0,NA,NA
10556,9,1,NA,NA,0,NA,NA
10557,9,1,NA,NA,0,20000,NA
10558,12,2,NA,NA,0,3000,NA
10559,12,2,NA,NA,0,10000,NA
10560,12,2,NA,NA,0,10000,NA
10561,11,1,1,1,0,NA,32
10562,12,2,NA,NA,0,NA,NA
10563,9,1,NA,NA,0,NA,NA
10564,12,2,NA,NA,0,NA,NA
10565,14,2,0,3,0,NA,21
10566,10,1,0,2,1,5000,27
10567,10,1,0,2,1,700,-998
10568,10,1,NA,NA,1,700,NA
10569,13,2,NA,NA,1,5600,NA
10570,9,1,NA,NA,0,7000,NA
10571,12,2,NA,NA,0,7000,NA
10572,14,2,1,2,0,4000,NA
10573,14,2,0,1,0,1200,24
10574,11,1,0,2,0,8188,NA
10575,9,1,NA,NA,0,6600,NA
10576,9,1,NA,NA,0,6600,NA
10577,12,2,NA,NA,0,6600,NA
10578,13,2,NA,NA,1,NA,NA
10579,13,2,0,3,1,NA,18
10580,10,1,0,1,1,NA,28
10581,13,2,0,1,1,225,21
10582,13,2,1,2,1,6322,17
10583,10,1,0,2,1,NA,NA
10584,10,1,1,2,1,NA,19
10585,10,1,NA,NA,1,NA,NA
10586,13,2,0,3,1,5088,15
10587,9,1,NA,NA,0,3000,NA
10588,12,2,NA,NA,0,3180,NA
10589,12,2,NA,NA,0,NA,NA
10590,14,2,1,4,0,4500,24
10591,12,2,NA,NA,0,20000,NA
10592,12,2,NA,NA,0,7541,NA
10593,9,1,NA,NA,0,NA,NA
10594,12,2,NA,NA,0,NA,NA
10595,9,1,NA,NA,0,NA,NA
10596,18,2,NA,NA,0,NA,NA
10597,18,2,NA,NA,0,NA,NA
10598,19,2,NA,NA,1,6200,NA
10599,18,2,NA,NA,0,38000,NA
10600,17,1,0,2,0,NA,29
10601,16,1,0,1,1,NA,NA
10602,20,2,NA,NA,0,6525,NA
10603,16,1,NA,NA,1,7450,NA
10604,18,2,NA,NA,0,5200,NA
10605,16,1,NA,NA,1,6000,NA
10606,16,1,1,1,1,5470,-998
10607,19,2,NA,NA,1,NA,NA
10608,16,1,0,1,1,1800,NA
10609,15,1,NA,NA,0,3010,NA
10610,20,2,NA,NA,0,1858,NA
10611,15,1,NA,NA,0,3915,NA
10612,15,1,NA,NA,0,3350,NA
10613,15,1,NA,NA,0,5500,NA
10614,15,1,NA,NA,0,7000,NA
10615,19,2,NA,NA,1,7692,NA
10616,16,1,NA,NA,1,5850,NA
10617,15,1,NA,NA,0,5,NA
10618,18,2,NA,NA,0,10500,NA
10619,19,2,NA,NA,1,7740,NA
10620,15,1,NA,NA,0,8000,NA
10621,19,2,NA,NA,1,11485,NA
10622,19,2,NA,NA,1,6083,NA
10623,15,1,NA,NA,0,8700,NA
10624,18,2,NA,NA,0,6200,NA
10625,18,2,NA,NA,0,9570,NA
10626,18,2,NA,NA,0,4177,NA
10627,18,2,NA,NA,0,5502,NA
10628,20,2,NA,NA,0,6204,NA
10629,18,2,NA,NA,0,NA,NA
10630,19,2,NA,NA,1,NA,NA
10631,16,1,0,1,1,11500,NA
10632,16,1,1,1,1,4300,NA
10633,18,2,NA,NA,0,NA,NA
10634,19,2,1,3,1,5700,22
10635,15,1,NA,NA,0,5500,NA
10636,18,2,NA,NA,0,NA,NA
10637,20,2,NA,NA,0,6500,NA
10638,15,1,NA,NA,0,13800,NA
10639,15,1,NA,NA,0,5656,NA
10640,15,1,NA,NA,0,5621,NA
10641,15,1,NA,NA,0,5000,NA
10642,16,1,NA,NA,1,13941,NA
10643,15,1,NA,NA,0,5600,NA
10644,18,2,NA,NA,0,6660,NA
10645,20,2,NA,NA,0,8000,NA
10646,18,2,NA,NA,0,NA,NA
10647,18,2,NA,NA,0,5000,NA
10648,19,2,NA,NA,1,1800,NA
10649,18,2,NA,NA,0,3300,NA
10650,19,2,NA,NA,1,3650,NA
10651,18,2,NA,NA,0,3605,NA
10652,18,2,NA,NA,0,7000,NA
10653,18,2,NA,NA,0,2000,NA
10654,15,1,NA,NA,0,NA,NA
10655,16,1,NA,NA,1,10100,NA
10656,15,1,NA,NA,0,8500,NA
10657,16,1,NA,NA,1,1200,NA
10658,15,1,NA,NA,0,7600,NA
10659,15,1,NA,NA,0,9000,NA
10660,15,1,NA,NA,0,6000,NA
10661,16,1,0,4,1,7500,-998
10662,17,1,1,1,0,194,26
10663,15,1,NA,NA,0,6100,NA
10664,16,1,0,2,1,7220,21
10665,15,1,NA,NA,0,2089,NA
10666,16,1,0,2,1,5616,20
10667,16,1,NA,NA,1,6561,NA
10668,16,1,1,3,1,NA,NA
10669,15,1,NA,NA,0,5300,NA
10670,16,1,NA,NA,1,3800,NA
10671,15,1,NA,NA,0,8000,NA
10672,16,1,NA,NA,1,15000,NA
10673,15,1,NA,NA,0,14000,NA
10674,18,2,NA,NA,0,2609,NA
10675,16,1,NA,NA,1,2067,NA
10676,19,2,NA,NA,1,5000,NA
10677,18,2,NA,NA,0,5120,NA
10678,15,1,NA,NA,0,2800,NA
10679,15,1,NA,NA,0,6030,NA
10680,19,2,NA,NA,1,14000,NA
10681,18,2,NA,NA,0,4320,NA
10682,18,2,NA,NA,0,6030,NA
10683,18,2,NA,NA,0,6078,NA
10684,18,2,NA,NA,0,5610,NA
10685,18,2,NA,NA,0,6474,NA
10686,18,2,NA,NA,0,5900,NA
10687,18,2,NA,NA,0,9900,NA
10688,19,2,NA,NA,1,NA,NA
10689,18,2,NA,NA,0,NA,NA
10690,19,2,NA,NA,1,6060,NA
10691,18,2,NA,NA,0,NA,NA
10692,15,1,NA,NA,0,6530,NA
10693,18,2,NA,NA,0,5823,NA
10694,15,1,NA,NA,0,6500,NA
10695,20,2,NA,NA,0,5500,NA
10696,18,2,NA,NA,0,10000,NA
10697,15,1,NA,NA,0,NA,NA
10698,15,1,NA,NA,0,7000,NA
10699,15,1,NA,NA,0,12000,NA
10700,15,1,NA,NA,0,3800,NA
10701,15,1,NA,NA,0,NA,NA
10702,15,1,NA,NA,0,6500,NA
10703,15,1,NA,NA,0,12080,NA
10704,16,1,0,1,1,3560,-998
10705,15,1,NA,NA,0,6600,NA
10706,16,1,1,3,1,6000,25
10707,17,1,0,3,0,5600,28
10708,15,1,NA,NA,0,6896,NA
