R0000100,R0173600,R0214800,H0012400,H0012500,R0214700,R0217900,T4120500
4020,3,1,0,1,1,8000,16
4021,7,2,0,1,1,10000,18
4022,1,1,0,1,0,30000,26
4023,5,2,1,2,0,6000,30
4024,5,2,1,NA,0,10200,15
4025,1,1,0,4,0,600,19
4026,5,2,1,2,0,14000,NA
4027,5,2,NA,NA,0,NA,NA
4028,5,2,1,1,0,9000,18
4029,1,1,NA,NA,0,9000,18
4030,5,2,1,1,0,27000,-998
4031,1,1,NA,NA,0,27000,35
4032,1,1,0,1,0,7917,37
4033,5,2,0,2,0,14000,37
4034,5,2,0,2,0,14000,-998
4035,5,2,0,1,0,14000,31
4036,1,1,0,4,0,14000,-998
4037,5,2,0,1,0,15140,24
4038,5,2,NA,NA,0,23000,19
4039,5,2,1,1,0,NA,-998
4040,5,2,1,2,0,NA,NA
4041,5,2,0,2,0,12500,21
4042,2,1,1,2,0,8409,39
4043,2,1,0,3,0,8409,24
4044,2,1,NA,NA,0,8409,NA
4045,6,2,1,1,0,9400,19
4046,2,1,1,5,0,6384,21
4047,2,1,0,2,0,6384,27
4048,1,1,0,1,0,8859,22
4049,5,2,1,1,0,8859,21
4050,5,2,1,2,0,20000,NA
4051,5,2,1,4,0,20000,21
4052,1,1,1,1,0,NA,30
4053,5,2,1,1,0,24000,-998
4054,5,2,0,3,0,24000,-998
4055,1,1,1,3,0,75001,34
4056,1,1,0,2,0,30000,-998
4057,5,2,0,1,0,30000,NA
4058,1,1,0,1,0,NA,24
4059,1,1,NA,NA,0,9500,NA
4060,5,2,1,2,0,13000,25
4061,1,1,0,1,0,41000,26
4062,1,1,0,3,0,41000,21
4063,1,1,0,2,0,24000,-998
4064,1,1,1,1,0,24000,-998
4065,5,2,0,2,0,27500,25
4066,5,2,1,1,0,19000,21
4067,2,1,0,2,0,6800,23
4068,2,1,0,4,0,6800,19
4069,3,1,0,4,1,6124,20
4070,3,1,1,4,1,6124,16
4071,7,2,0,4,1,6631,37
4072,3,1,0,4,1,6631,-998
4073,3,1,NA,NA,1,19000,NA
4074,5,2,1,1,0,25000,30
4075,5,2,NA,NA,0,NA,NA
4076,1,1,1,1,0,7500,52
4077,5,2,0,1,0,7500,24
4078,6,2,0,2,0,6240,26
4079,6,2,0,3,0,6240,29
4080,5,2,NA,NA,0,NA,NA
4081,1,1,0,3,0,NA,33
4082,2,1,0,4,0,5064,NA
4083,5,2,0,4,0,9600,28
4084,5,2,1,1,0,NA,23
4085,5,2,0,2,0,16000,17
4086,1,1,0,1,0,29000,22
4087,1,1,NA,NA,0,12000,NA
4088,1,1,1,1,0,55000,40
4089,5,2,0,4,0,18500,19
4090,1,1,0,1,0,12000,21
4091,1,1,0,2,0,48000,22
4092,5,2,0,1,0,48000,38
4093,5,2,1,2,0,48000,-998
4094,5,2,1,2,0,32000,32
4095,5,2,0,2,0,32000,29
4096,5,2,NA,NA,0,13500,NA
4097,5,2,1,2,0,28000,-998
4098,1,1,1,1,0,28000,NA
4099,5,2,1,4,0,28000,NA
4100,5,2,0,2,0,19500,NA
4101,2,1,0,3,0,17000,18
4102,1,1,1,1,0,NA,27
4103,5,2,1,2,0,30000,27
4104,1,1,0,3,0,33000,21
4105,5,2,0,4,0,30000,19
4106,1,1,0,3,0,37000,32
4107,5,2,0,1,0,37000,-998
4108,5,2,0,2,0,20000,28
4109,5,2,0,2,0,20000,30
4110,5,2,1,3,0,31000,23
4111,1,1,0,2,0,31000,24
4112,5,2,1,1,0,7000,22
4113,1,1,1,3,0,7000,-998
4114,1,1,0,2,0,20000,29
4115,5,2,NA,NA,0,NA,NA
4116,5,2,1,1,0,34000,-998
4117,2,1,0,3,0,NA,21
4118,2,1,0,3,0,NA,NA
4119,2,1,0,4,0,NA,20
4120,6,2,1,3,0,NA,17
4121,6,2,1,2,0,4798,17
4122,2,1,1,1,0,9665,22
4123,7,2,1,3,1,NA,21
4124,5,2,1,1,0,35000,-998
4125,5,2,1,1,0,NA,-998
4126,5,2,0,3,0,NA,-998
4127,1,1,NA,NA,0,8000,NA
4128,1,1,1,1,0,16000,NA
4129,1,1,1,1,0,16000,27
4130,1,1,0,2,0,16000,31
4131,7,2,1,3,1,14000,-998
4132,5,2,0,1,0,NA,22
4133,5,2,1,1,0,NA,17
4134,3,1,0,2,1,NA,17
4135,3,1,0,2,1,NA,17
4136,5,2,1,1,0,NA,17
4137,1,1,NA,NA,0,35000,NA
4138,1,1,0,2,0,12600,NA
4139,1,1,1,1,0,18000,NA
4140,5,2,0,2,0,8834,NA
4141,1,1,0,2,0,15000,-998
4142,5,2,1,2,0,19000,NA
4143,1,1,1,2,0,NA,21
4144,1,1,NA,NA,0,30000,NA
4145,5,2,1,3,0,7500,28
4146,1,1,NA,NA,0,22300,NA
4147,5,2,1,3,0,22300,-998
4148,5,2,1,1,0,29000,21
4149,7,2,0,5,1,NA,16
4150,5,2,NA,NA,0,12500,27
4151,5,2,1,2,0,NA,19
4152,5,2,1,2,0,NA,-998
4153,5,2,0,2,0,8600,25
4154,5,2,1,2,0,8600,17
4155,1,1,NA,NA,0,24986,NA
4156,1,1,1,3,0,20600,22
4157,5,2,NA,NA,0,10000,NA
4158,1,1,0,1,0,30000,23
4159,1,1,0,3,0,28000,-998
4160,5,2,NA,NA,0,28000,NA
4161,1,1,1,2,0,15000,NA
4162,5,2,0,3,0,20000,NA
4163,5,2,0,1,0,20000,28
4164,1,1,0,2,0,75001,NA
4165,1,1,0,1,0,75001,34
4166,1,1,0,1,0,NA,NA
4167,5,2,1,4,0,NA,20
4168,3,1,1,1,1,3000,17
4169,7,2,0,2,1,6033,NA
4170,5,2,1,1,0,NA,26
4171,1,1,1,1,0,27000,-998
4172,1,1,1,3,0,25000,-998
4173,7,2,0,3,1,9000,-998
4174,7,2,1,2,1,9000,-998
4175,7,2,0,2,1,9000,NA
4176,7,2,0,2,1,20000,33
4177,5,2,0,4,0,17500,17
4178,7,2,1,3,1,5758,19
4179,7,2,0,2,1,NA,17
4180,7,2,1,3,1,5000,19
4181,3,1,0,1,1,1600,-998
4182,5,2,1,2,0,NA,19
4183,4,1,0,2,0,190,NA
4184,8,2,1,4,0,4000,NA
4185,8,2,0,1,0,NA,32
4186,8,2,0,1,0,NA,NA
4187,8,2,0,1,0,7680,23
4188,5,2,1,2,0,NA,-998
4189,2,1,1,5,0,12000,-998
4190,5,2,1,1,0,20000,NA
4191,1,1,1,1,0,35000,31
4192,5,2,0,1,0,35000,NA
4193,1,1,NA,NA,0,70000,NA
4194,7,2,1,3,1,NA,23
4195,7,2,0,1,1,NA,20
4196,3,1,0,1,1,15000,21
4197,7,2,0,4,1,15000,17
4198,7,2,0,3,1,15000,21
4199,7,2,0,2,1,15000,15
4200,7,2,1,1,1,7500,29
4201,3,1,0,3,1,7500,NA
4202,3,1,0,1,1,7500,NA
4203,7,2,NA,NA,1,7500,NA
4204,3,1,1,3,1,10000,25
4205,3,1,0,1,1,10000,27
4206,7,2,0,2,1,10000,20
4207,3,1,NA,NA,1,50000,34
4208,7,2,0,2,1,41000,31
4209,3,1,0,1,1,4200,24
4210,7,2,0,5,1,4200,15
4211,3,1,0,2,1,12000,36
4212,7,2,1,2,1,12000,20
4213,3,1,0,1,1,5403,26
4214,7,2,1,2,1,5403,31
4215,7,2,1,4,1,3000,17
4216,1,1,0,4,0,23000,23
4217,1,1,0,1,0,NA,NA
4218,5,2,0,2,0,10700,24
4219,5,2,0,3,0,3000,19
4220,5,2,0,1,0,10000,25
4221,1,1,0,1,0,10000,34
4222,5,2,1,2,0,20000,-998
4223,5,2,1,2,0,20000,33
4224,6,2,1,1,0,2750,32
4225,1,1,0,3,0,65000,38
4226,1,1,1,3,0,65000,34
4227,5,2,1,1,0,65000,31
4228,5,2,1,2,0,15000,19
4229,1,1,NA,NA,0,4000,NA
4230,1,1,1,1,0,12000,34
4231,5,2,0,2,0,15700,20
4232,5,2,0,3,0,15500,19
4233,1,1,NA,NA,0,17000,NA
4234,1,1,1,2,0,18000,26
4235,1,1,0,1,0,25000,30
4236,5,2,0,2,0,19135,23
4237,1,1,NA,NA,0,NA,25
4238,1,1,1,1,0,20000,28
4239,1,1,0,2,0,20000,24
4240,1,1,0,1,0,35000,32
4241,5,2,0,2,0,18000,NA
4242,1,1,1,3,0,18000,NA
4243,4,1,1,3,0,8000,NA
4244,1,1,1,1,0,36000,36
4245,1,1,0,2,0,36000,22
4246,5,2,1,3,0,1800,21
4247,1,1,0,2,0,1800,23
4248,1,1,0,1,0,17500,-998
4249,5,2,1,1,0,17500,18
4250,5,2,NA,NA,0,25000,31
4251,5,2,1,3,0,28000,-998
4252,5,2,1,1,0,28000,19
4253,1,1,NA,NA,0,5600,NA
4254,5,2,1,1,0,12300,27
4255,5,2,1,1,0,NA,NA
4256,5,2,0,1,0,5200,NA
4257,5,2,0,3,0,6500,-998
4258,1,1,0,1,0,6700,NA
4259,3,1,0,1,1,5400,20
4260,2,1,0,2,0,4520,NA
4261,2,1,0,4,0,9520,-998
4262,6,2,0,4,0,8000,14
4263,2,1,0,2,0,8000,18
4264,4,1,0,1,0,20000,18
4265,8,2,1,3,0,8000,17
4266,4,1,NA,NA,0,8000,NA
4267,5,2,0,2,0,25000,-998
4268,8,2,1,2,0,22000,18
4269,4,1,0,1,0,22000,28
4270,7,2,0,5,1,6092,16
4271,3,1,1,2,1,6092,26
4272,7,2,1,4,1,6092,30
4273,4,1,1,2,0,5516,NA
4274,8,2,1,2,0,552,18
4275,8,2,0,2,0,4500,18
4276,2,1,1,2,0,NA,NA
4277,6,2,0,2,0,2550,NA
4278,1,1,1,3,0,21500,24
4279,1,1,1,2,0,13000,NA
4280,5,2,1,1,0,12000,19
4281,5,2,1,1,0,15000,NA
4282,8,2,1,2,0,12100,18
4283,5,2,NA,NA,0,23000,NA
4284,5,2,0,2,0,17028,NA
4285,1,1,0,2,0,17028,29
4286,5,2,NA,NA,0,8100,16
4287,5,2,NA,NA,0,NA,NA
4288,1,1,0,3,0,NA,-998
4289,1,1,1,1,0,20000,34
4290,5,2,1,2,0,20000,23
4291,8,2,0,3,0,8484,NA
4292,5,2,0,2,0,19900,37
4293,1,1,1,2,0,NA,28
4294,5,2,0,3,0,14600,26
4295,6,2,1,2,0,2970,18
4296,5,2,1,2,0,33000,31
4297,1,1,0,2,0,33000,26
4298,1,1,0,1,0,14000,23
4299,1,1,1,1,0,14000,28
4300,5,2,1,2,0,16000,NA
4301,1,1,NA,NA,0,20000,-998
4302,1,1,1,3,0,10000,27
4303,1,1,0,2,0,10000,38
4304,5,2,0,2,0,45000,18
4305,5,2,1,3,0,45000,30
4306,5,2,1,1,0,70000,22
4307,1,1,0,2,0,30000,23
4308,5,2,1,2,0,30000,21
4309,1,1,NA,NA,0,30000,NA
4310,6,2,1,3,0,4100,NA
4311,3,1,1,2,1,NA,23
4312,3,1,0,2,1,9000,20
4313,3,1,0,1,1,9000,26
4314,3,1,0,2,1,9000,27
4315,3,1,0,1,1,NA,19
4316,3,1,1,1,1,1200,18
4317,3,1,NA,NA,1,NA,19
4318,4,1,0,2,0,15000,19
4319,8,2,1,2,0,NA,34
4320,8,2,0,1,0,NA,35
4321,4,1,0,1,0,NA,19
4322,4,1,NA,NA,0,NA,NA
4323,7,2,1,1,1,8000,19
4324,3,1,0,3,1,12500,22
4325,5,2,0,1,0,8935,NA
4326,6,2,0,2,0,14000,20
4327,2,1,1,2,0,14000,29
4328,1,1,0,2,0,9000,36
4329,1,1,0,2,0,NA,NA
4330,1,1,1,1,0,24000,26
4331,1,1,NA,NA,0,8500,NA
4332,1,1,NA,NA,0,14324,NA
4333,1,1,1,1,0,14324,-998
4334,1,1,NA,NA,0,14324,NA
4335,1,1,1,2,0,23000,21
4336,1,1,0,1,0,23000,-998
4337,5,2,1,2,0,23000,27
4338,1,1,0,4,0,12000,23
4339,5,2,1,3,0,12000,32
4340,4,1,NA,NA,0,NA,NA
4341,8,2,1,3,0,12000,23
4342,1,1,NA,NA,0,18000,NA
4343,1,1,1,4,0,18000,NA
4344,1,1,0,3,0,NA,-998
4345,5,2,0,3,0,22000,24
4346,5,2,1,2,0,NA,26
4347,1,1,1,1,0,NA,25
4348,1,1,1,2,0,15000,31
4349,1,1,0,2,0,5500,23
4350,1,1,1,1,0,6740,30
4351,5,2,1,1,0,NA,-998
4352,6,2,0,1,0,5145,35
4353,5,2,1,2,0,6050,-998
4354,5,2,1,3,0,4800,NA
4355,1,1,0,3,0,3727,NA
4356,6,2,1,1,0,NA,-998
4357,1,1,NA,NA,0,4300,23
4358,1,1,1,2,0,4230,NA
4359,4,1,0,1,0,2218,NA
4360,2,1,0,1,0,NA,29
4361,4,1,0,2,0,2245,NA
4362,4,1,NA,NA,0,NA,39
4363,4,1,NA,NA,0,1925,NA
4364,4,1,0,1,0,NA,32
4365,1,1,1,3,0,14000,22
4366,5,2,0,2,0,14000,24
4367,5,2,0,2,0,14000,NA
4368,5,2,1,4,0,8800,21
4369,1,1,0,3,0,5764,NA
4370,1,1,0,1,0,NA,21
4371,5,2,1,2,0,NA,23
4372,5,2,1,1,0,20000,29
4373,5,2,0,1,0,24000,NA
4374,3,1,0,1,1,45000,-998
4375,7,2,0,3,1,45000,19
4376,5,2,1,3,0,NA,24
4377,1,1,0,2,0,NA,NA
4378,5,2,1,4,0,NA,20
4379,5,2,1,2,0,25000,19
4380,1,1,1,2,0,NA,25
4381,5,2,1,1,0,1000,NA
4382,1,1,1,1,0,37000,29
4383,5,2,0,3,0,13000,NA
4384,1,1,1,2,0,3300,-998
4385,1,1,1,3,0,15000,28
4386,5,2,1,5,0,15000,20
4387,1,1,1,1,0,NA,33
4388,1,1,0,2,0,NA,-998
4389,1,1,NA,NA,0,25000,NA
4390,1,1,1,2,0,23000,23
4391,5,2,1,3,0,14989,22
4392,5,2,1,1,0,25000,32
4393,1,1,NA,NA,0,50000,NA
4394,1,1,0,1,0,50000,42
4395,1,1,0,2,0,24000,NA
4396,5,2,0,1,0,30000,22
4397,3,1,NA,NA,1,NA,29
4398,2,1,1,1,0,20000,22
4399,1,1,1,1,0,NA,NA
4400,5,2,1,1,0,NA,NA
4401,1,1,NA,NA,0,20000,NA
4402,1,1,NA,NA,0,8149,NA
4403,1,1,0,1,0,NA,20
4404,7,2,1,3,1,NA,18
4405,1,1,0,2,0,NA,-998
4406,1,1,0,1,0,NA,NA
4407,1,1,1,3,0,35000,-998
4408,5,2,1,1,0,35000,-998
4409,1,1,1,2,0,30000,27
4410,1,1,1,2,0,30000,36
4411,5,2,0,1,0,30000,38
4412,4,1,1,2,0,14000,NA
4413,8,2,0,3,0,14000,-998
4414,8,2,NA,NA,0,8000,NA
4415,4,1,0,2,0,NA,NA
4416,8,2,0,3,0,NA,16
4417,8,2,1,5,0,12000,19
4418,1,1,NA,NA,0,0,NA
4419,4,1,1,1,0,NA,23
4420,4,1,0,1,0,NA,32
4421,1,1,0,1,0,NA,45
4422,5,2,0,2,0,NA,-998
4423,5,2,1,3,0,NA,NA
4424,5,2,0,4,0,14368,31
4425,5,2,1,3,0,14000,-998
4426,1,1,0,1,0,42000,37
4427,1,1,1,1,0,8000,-998
4428,5,2,1,1,0,11000,29
4429,1,1,1,1,0,10000,44
4430,1,1,1,2,0,12000,27
4431,7,2,0,1,1,9000,50
4432,1,1,1,2,0,NA,-998
4433,4,1,0,3,0,6680,22
4434,5,2,NA,NA,0,17025,NA
4435,1,1,0,1,0,11000,-998
4436,1,1,0,4,0,11000,-998
4437,5,2,1,2,0,NA,28
4438,5,2,0,2,0,9300,NA
4439,5,2,1,1,0,NA,30
4440,5,2,NA,NA,0,NA,NA
4441,5,2,1,1,0,NA,NA
4442,5,2,NA,NA,0,50000,NA
4443,1,1,0,1,0,28000,22
4444,5,2,NA,NA,0,25000,NA
4445,5,2,1,3,0,20000,23
4446,1,1,NA,NA,0,35000,NA
4447,5,2,1,1,0,23000,21
4448,1,1,1,2,0,23000,28
4449,4,1,NA,NA,0,NA,NA
4450,5,2,1,4,0,10525,17
4451,5,2,1,2,0,NA,26
4452,5,2,0,3,0,NA,-998
4453,1,1,0,2,0,21900,-998
4454,1,1,NA,NA,0,22200,NA
4455,5,2,1,3,0,NA,19
4456,5,2,NA,NA,0,NA,NA
4457,6,2,1,2,0,NA,NA
4458,5,2,NA,NA,0,9600,NA
4459,5,2,1,2,0,25000,-998
4460,1,1,NA,NA,0,25000,-998
4461,1,1,1,2,0,25000,25
4462,3,1,0,1,1,NA,24
4463,7,2,NA,NA,1,4992,15
4464,7,2,1,1,1,4464,32
4465,5,2,1,2,0,39000,28
4466,1,1,0,3,0,10000,46
4467,1,1,1,3,0,10000,24
4468,1,1,0,1,0,35000,28
4469,5,2,0,3,0,35000,20
4470,1,1,1,1,0,35000,31
4471,1,1,1,2,0,17400,32
4472,5,2,1,2,0,NA,-998
4473,5,2,0,4,0,15000,21
4474,5,2,1,1,0,15000,20
4475,6,2,0,2,0,6600,23
4476,5,2,0,2,0,2000,17
4477,1,1,NA,NA,0,15000,NA
4478,5,2,0,1,0,3700,NA
4479,5,2,0,2,0,NA,27
4480,3,1,1,3,1,46000,-998
4481,5,2,0,2,0,24100,NA
4482,5,2,1,5,0,185,31
4483,6,2,1,1,0,12816,15
4484,1,1,1,2,0,20000,18
4485,5,2,0,3,0,25000,21
4486,3,1,NA,NA,1,12000,NA
4487,5,2,1,2,0,13000,20
4488,5,2,1,1,0,13000,39
4489,1,1,1,2,0,NA,18
4490,5,2,0,1,0,5444,17
4491,2,1,0,2,0,4000,-998
4492,2,1,NA,NA,0,4000,NA
4493,5,2,0,1,0,NA,-998
4494,5,2,1,2,0,48000,26
4495,5,2,0,3,0,40000,33
4496,5,2,1,1,0,20570,21
4497,2,1,0,2,0,7500,18
4498,2,1,0,4,0,7500,34
4499,6,2,1,1,0,7500,18
4500,2,1,1,2,0,NA,39
4501,2,1,0,1,0,NA,NA
4502,2,1,1,1,0,7500,NA
4503,2,1,1,2,0,7500,-998
4504,2,1,0,5,0,7500,NA
4505,6,2,0,3,0,7500,NA
4506,6,2,0,1,0,3600,20
4507,2,1,1,3,0,31000,20
4508,2,1,1,3,0,3400,-998
4509,1,1,0,1,0,20000,24
4510,2,1,NA,NA,0,5000,NA
4511,1,1,0,3,0,6000,30
4512,2,1,NA,NA,0,3000,NA
4513,4,1,0,2,0,4402,45
4514,1,1,1,2,0,23683,29
4515,1,1,NA,NA,0,NA,NA
4516,5,2,NA,NA,0,31000,NA
4517,1,1,0,2,0,15000,24
4518,1,1,1,1,0,15000,31
4519,1,1,0,1,0,4896,NA
4520,1,1,0,2,0,26000,NA
4521,5,2,NA,NA,0,21000,NA
4522,5,2,0,1,0,NA,28
4523,5,2,1,4,0,40000,NA
4524,4,1,0,1,0,35000,44
4525,6,2,1,4,0,20000,26
4526,5,2,1,2,0,35000,36
4527,8,2,NA,NA,0,11000,NA
4528,5,2,0,2,0,25500,35
4529,1,1,0,2,0,37000,-998
4530,5,2,NA,NA,0,NA,NA
4531,1,1,0,2,0,28000,32
4532,4,1,1,1,0,60000,38
4533,8,2,NA,NA,0,NA,NA
4534,5,2,0,2,0,27900,26
4535,1,1,1,1,0,NA,31
4536,5,2,1,2,0,7250,27
4537,7,2,1,4,1,NA,17
4538,5,2,0,3,0,16000,21
4539,5,2,0,4,0,9000,28
4540,1,1,0,1,0,9000,-998
4541,8,2,0,3,0,4500,20
4542,4,1,0,1,0,4500,25
4543,8,2,0,1,0,4500,17
4544,8,2,0,4,0,4500,18
4545,1,1,1,2,0,70000,NA
4546,5,2,1,1,0,70000,NA
4547,1,1,0,3,0,26000,NA
4548,1,1,1,1,0,30000,36
4549,1,1,1,1,0,30000,25
4550,1,1,0,3,0,NA,NA
4551,5,2,1,2,0,NA,NA
4552,1,1,0,2,0,NA,NA
4553,5,2,NA,NA,0,NA,NA
4554,5,2,NA,NA,0,NA,NA
4555,1,1,0,1,0,NA,31
4556,1,1,NA,NA,0,12000,NA
4557,6,2,1,1,0,6000,22
4558,2,1,0,3,0,6000,-998
4559,1,1,1,1,0,11000,27
4560,5,2,1,4,0,600,-998
4561,5,2,1,3,0,9048,22
4562,5,2,0,4,0,NA,-998
4563,1,1,0,2,0,23000,21
4564,7,2,0,3,1,20000,NA
4565,5,2,0,1,0,20000,35
4566,1,1,0,2,0,20000,34
4567,5,2,NA,NA,0,NA,NA
4568,1,1,1,3,0,NA,-998
4569,2,1,0,2,0,1600,21
4570,6,2,0,1,0,31000,NA
4571,5,2,1,2,0,30000,25
4572,1,1,1,2,0,30000,27
4573,5,2,NA,NA,0,4500,NA
4574,1,1,0,1,0,25000,NA
4575,1,1,0,4,0,NA,NA
4576,5,2,1,4,0,30000,-998
4577,1,1,0,3,0,26000,-998
4578,5,2,0,3,0,2500,23
4579,1,1,1,3,0,25000,28
4580,6,2,1,1,0,NA,21
4581,6,2,1,3,0,21000,15
4582,6,2,0,1,0,21000,16
4583,2,1,0,1,0,21000,-998
4584,5,2,0,2,0,NA,NA
4585,5,2,0,2,0,NA,26
4586,1,1,0,2,0,5040,28
4587,5,2,NA,NA,0,20000,NA
4588,5,2,0,3,0,NA,NA
4589,5,2,0,2,0,5000,21
4590,5,2,0,3,0,16000,32
4591,1,1,NA,NA,0,16000,NA
4592,5,2,1,1,0,16500,26
4593,5,2,1,1,0,30000,NA
4594,5,2,1,1,0,6112,25
4595,1,1,0,1,0,30000,41
4596,2,1,1,2,0,20000,NA
4597,2,1,0,3,0,20000,NA
4598,5,2,0,3,0,50000,NA
4599,5,2,NA,NA,0,48000,NA
4600,5,2,1,1,0,48000,NA
4601,1,1,0,4,0,44000,28
4602,5,2,1,3,0,44000,31
4603,1,1,1,1,0,44000,NA
4604,5,2,1,1,0,10500,-998
4605,1,1,1,1,0,3520,NA
4606,1,1,0,3,0,4000,-998
4607,1,1,1,2,0,845,31
4608,1,1,NA,NA,0,32000,NA
4609,1,1,1,1,0,2600,40
4610,1,1,NA,NA,0,20000,NA
4611,1,1,1,1,0,NA,32
4612,1,1,0,5,0,5280,NA
4613,5,2,1,2,0,9000,NA
4614,5,2,0,5,0,13000,20
4615,1,1,NA,NA,0,13000,-998
4616,5,2,0,2,0,NA,-998
4617,1,1,NA,NA,0,7000,NA
4618,5,2,1,1,0,NA,18
4619,2,1,0,1,0,6000,NA
4620,2,1,NA,NA,0,6000,NA
4621,1,1,0,1,0,13000,-998
4622,5,2,1,2,0,20000,18
4623,1,1,0,1,0,20000,27
4624,5,2,1,4,0,16000,NA
4625,5,2,1,1,0,6500,27
4626,5,2,0,2,0,6000,-998
4627,5,2,0,1,0,8100,-998
4628,5,2,1,1,0,2000,-998
4629,1,1,NA,NA,0,40000,NA
4630,1,1,0,2,0,40000,-998
4631,5,2,1,1,0,27000,NA
4632,5,2,1,3,0,27000,28
4633,1,1,0,2,0,50000,25
4634,1,1,0,1,0,50000,23
4635,1,1,0,2,0,50000,36
4636,1,1,1,1,0,35000,27
4637,5,2,1,2,0,20000,19
4638,5,2,1,2,0,20000,18
4639,1,1,NA,NA,0,NA,NA
4640,1,1,NA,NA,0,11000,NA
4641,5,2,1,2,0,7000,19
4642,1,1,0,1,0,25000,28
4643,1,1,1,1,0,4000,33
4644,5,2,NA,NA,0,NA,NA
4645,8,2,1,2,0,8000,25
4646,1,1,0,2,0,21400,NA
4647,1,1,NA,NA,0,21400,NA
4648,1,1,1,1,0,15200,-998
4649,5,2,1,3,0,19000,-998
4650,5,2,0,2,0,40000,27
4651,5,2,0,2,0,52000,24
4652,1,1,1,2,0,65000,-998
4653,6,2,1,3,0,3912,29
4654,2,1,0,2,0,3912,-998
4655,6,2,1,1,0,NA,-998
4656,1,1,0,1,0,9000,26
4657,6,2,0,3,0,NA,NA
4658,6,2,NA,NA,0,NA,NA
4659,5,2,NA,NA,0,25000,NA
4660,5,2,NA,NA,0,35000,NA
4661,1,1,1,1,0,35000,NA
4662,5,2,0,2,0,35000,34
4663,5,2,1,1,0,NA,30
4664,5,2,0,2,0,60000,35
4665,5,2,1,2,0,50000,NA
4666,1,1,1,1,0,22000,NA
4667,1,1,NA,NA,0,50000,NA
4668,1,1,1,2,0,28000,26
4669,1,1,0,2,0,28000,31
4670,5,2,1,2,0,NA,28
4671,1,1,1,4,0,NA,25
4672,5,2,1,3,0,NA,22
4673,1,1,0,2,0,NA,29
4674,5,2,0,3,0,NA,NA
4675,5,2,1,2,0,20000,32
4676,1,1,0,1,0,2000,-998
4677,1,1,NA,NA,0,8600,NA
4678,5,2,0,3,0,26000,NA
4679,5,2,NA,NA,0,23500,30
4680,1,1,0,3,0,24000,NA
4681,1,1,1,1,0,8800,28
4682,6,2,1,1,0,NA,NA
4683,5,2,1,3,0,5184,37
4684,5,2,1,1,0,NA,32
4685,1,1,NA,NA,0,NA,NA
4686,5,2,1,1,0,40000,-998
4687,1,1,1,1,0,40000,23
4688,1,1,0,1,0,NA,31
4689,5,2,0,1,0,NA,30
4690,5,2,1,3,0,42100,22
4691,5,2,1,1,0,75001,42
4692,5,2,1,1,0,75001,28
4693,1,1,1,3,0,NA,34
4694,5,2,0,2,0,45000,NA
4695,3,1,1,2,1,22000,37
4696,5,2,1,1,0,NA,NA
4697,1,1,NA,NA,0,50000,NA
4698,1,1,1,1,0,25000,28
4699,1,1,1,1,0,25000,24
4700,5,2,0,2,0,NA,29
4701,1,1,0,3,0,30000,28
4702,1,1,0,1,0,30000,34
4703,5,2,0,1,0,25000,NA
4704,1,1,0,1,0,30000,NA
4705,5,2,0,1,0,NA,37
4706,5,2,1,3,0,NA,31
4707,1,1,0,1,0,25000,32
4708,5,2,0,2,0,NA,NA
4709,3,1,NA,NA,1,70000,NA
4710,3,1,0,2,1,22000,-998
4711,7,2,0,1,1,22000,16
4712,3,1,0,1,1,22000,-998
4713,5,2,NA,NA,0,28000,23
4714,5,2,1,3,0,28000,20
4715,1,1,0,2,0,20000,NA
4716,1,1,1,1,0,30000,-998
4717,5,2,0,3,0,30000,28
4718,1,1,NA,NA,0,10300,NA
4719,1,1,NA,NA,0,1000,NA
4720,1,1,0,1,0,23500,20
4721,1,1,NA,NA,0,23000,NA
4722,1,1,1,2,0,25000,20
4723,5,2,0,2,0,75001,27
4724,6,2,0,4,0,19000,17
4725,1,1,NA,NA,0,NA,NA
4726,5,2,1,2,0,NA,17
4727,5,2,NA,NA,0,2820,NA
4728,5,2,NA,NA,0,NA,NA
4729,1,1,0,3,0,20000,-998
4730,6,2,1,3,0,NA,18
4731,1,1,1,2,0,7662,22
4732,1,1,0,1,0,7662,24
4733,5,2,0,2,0,7000,20
4734,5,2,1,3,0,16000,20
4735,5,2,0,3,0,12725,20
4736,1,1,1,2,0,2580,26
4737,1,1,0,1,0,17000,41
4738,1,1,0,1,0,22190,20
4739,5,2,NA,NA,0,22000,NA
4740,1,1,0,3,0,24000,22
4741,5,2,NA,NA,0,37000,NA
4742,5,2,1,1,0,24000,-998
4743,1,1,NA,NA,0,0,NA
4744,5,2,1,2,0,10000,21
4745,5,2,NA,NA,0,NA,NA
4746,5,2,1,1,0,18000,22
4747,1,1,1,1,0,18000,27
4748,5,2,1,3,0,NA,-998
4749,5,2,1,4,0,NA,18
4750,1,1,0,1,0,1250,22
4751,1,1,NA,NA,0,9363,NA
4752,1,1,0,1,0,12000,-998
4753,5,2,1,3,0,30000,30
4754,5,2,1,2,0,751,36
4755,1,1,0,1,0,35000,23
4756,1,1,1,2,0,32000,-998
4757,5,2,NA,NA,0,24000,NA
4758,5,2,1,1,0,15000,-998
4759,1,1,0,3,0,32000,NA
4760,1,1,1,1,0,23000,44
4761,5,2,0,2,0,35000,NA
4762,5,2,0,1,0,35000,-998
4763,5,2,1,2,0,NA,17
4764,1,1,1,2,0,27000,20
